place_id,name,link,main_category,categories,rating,reviews,address
ChIJNUY1fXgSkFQRi9FuaeX01P0,Olive Garden Italian Restaurant,"https://www.google.com/maps/place/Olive+Garden+Italian+Restaurant/@47.710892,-122.189572,17z/data=!3m1!4b1!4m6!3m5!1s0x549012787d354635:0xfdd4f4e5696ed18b!8m2!3d47.710892!4d-122.189572!16s%2Fg%2F1td37yl5?authuser=0&entry=ttu",Italian restaurant,"Italian restaurant, Caterer, Family restaurant, Gluten-free restaurant, Takeout Restaurant, Mediterranean restaurant, Seafood restaurant, Soup restaurant, Wine bar",4.1,3059,"Olive Garden Italian Restaurant, 11325 NE 124th St, Kirkland, WA 98034"
ChIJVVWBZagWkFQRQxPh9bJMM9s,El Patio,"https://www.google.com/maps/place/El+Patio/@47.6999663,-122.3443,17z/data=!3m1!4b1!4m6!3m5!1s0x549016a865815555:0xdb334cb2f5e11343!8m2!3d47.6999663!4d-122.3443!16s%2Fg%2F11hcys0_7y?authuser=0&entry=ttu",Latin American restaurant,"Latin American restaurant, Bar, Bar & grill, Central American restaurant, Costa Rican restaurant, Honduran restaurant, Nicaraguan restaurant, Restaurant, Salvadoran restaurant",4.2,685,"El Patio, 9710 Aurora Ave N, Seattle, WA 98133"
ChIJx6I5wV9skFQRq7OUdsHZ838,Starbucks,"https://www.google.com/maps/place/Starbucks/@47.6159381,-122.1807082,17z/data=!3m1!4b1!4m6!3m5!1s0x54906c5fc139a2c7:0x7ff3d9c17694b3ab!8m2!3d47.6159381!4d-122.1807082!16s%2Fg%2F1tl1hlj_?authuser=0&entry=ttu",Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.2,449,"Starbucks, 661 120th Ave NE, Bellevue, WA 98005"
ChIJS3ez42wUkFQRheIK9YZUs1U,Starbucks,"https://www.google.com/maps/place/Starbucks/@47.6799917,-122.3254565,17z/data=!3m1!4b1!4m6!3m5!1s0x5490146ce3b3774b:0x55b35486f50ae285!8m2!3d47.6799917!4d-122.3254565!16s%2Fg%2F1vpps6tk?authuser=0&entry=ttu",Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.2,567,"Starbucks, 7100 East Green Lake Dr N, Seattle, WA 98115"
ChIJK0LLRHMVkFQRCRfKESLSqYA,Green Tree Restaurant,"https://www.google.com/maps/place/Green+Tree+Restaurant/@47.6921412,-122.3549844,17z/data=!3m1!4b1!4m6!3m5!1s0x5490157344cb422b:0x80a9d22211ca1709!8m2!3d47.6921412!4d-122.3549844!16s%2Fg%2F11j1lv_gdd?authuser=0&entry=ttu",Vietnamese restaurant,Vietnamese restaurant,4.6,244,"Green Tree Restaurant, 8576 Greenwood Ave N, Seattle, WA 98103"
ChIJH5LP4CARkFQR8JYP1UIWnus,Nara Teriyaki,"https://www.google.com/maps/place/Nara+Teriyaki/@47.7383237,-122.3462313,17z/data=!3m1!4b1!4m6!3m5!1s0x54901120e0cf921f:0xeb9e1642d50f96f0!8m2!3d47.7383237!4d-122.3462313!16s%2Fg%2F1tgwrzdx?authuser=0&entry=ttu",Restaurant,"Restaurant, Asian restaurant",4,307,"Nara Teriyaki, 15033 Aurora Ave N, Shoreline, WA 98133"
ChIJK0J_NFFtkFQRxK1pl1y4y2w,La Chingona Taqueria,"https://www.google.com/maps/place/La+Chingona+Taqueria/@47.6088774,-122.1435023,17z/data=!3m1!4b1!4m6!3m5!1s0x54906d51347f422b:0x6ccbb85c9769adc4!8m2!3d47.6088774!4d-122.1435023!16s%2Fg%2F11kt_m3pmf?authuser=0&entry=ttu",Taco restaurant,"Taco restaurant, Mexican restaurant",4.8,1052,"La Chingona Taqueria, 29 148th Ave SE, Bellevue, WA 98007"
ChIJt0ZBzxlokFQRvoV57tl0T1M,Top Pot Doughnuts,"https://www.google.com/maps/place/Top+Pot+Doughnuts/@47.497585,-122.204492,17z/data=!3m1!4b1!4m6!3m5!1s0x54906819cf4146b7:0x534f74d9ee7985be!8m2!3d47.497585!4d-122.204492!16s%2Fg%2F11b6qjcvhw?authuser=0&entry=ttu",Donut shop,"Donut shop, Cafe, Coffee shop",4.3,587,"Top Pot Doughnuts, 815 N 10th St F, Renton, WA 98057"
ChIJ-4RhGUsVkFQRllCF99g9t_M,Urban Sushi Kitchen,https://www.google.com/maps/place/Urban+Sushi+Kitchen/data=!4m7!3m6!1s0x5490154b196184fb:0xf3b73dd8f7855096!8m2!3d47.6159017!4d-122.3371581!16s%2Fg%2F1pzv3w6dz!19sChIJ-4RhGUsVkFQRllCF99g9t_M?authuser=0&hl=en&rclk=1,Sushi restaurant,"Sushi restaurant, Asian restaurant, Japanese restaurant, Restaurant",4.4,355,"Urban Sushi Kitchen, 2001 8th Ave #150, Seattle, WA 98121"
ChIJ3Sqe8cgVkFQR8rPiXEbctdg,No Bones Beach Club,"https://www.google.com/maps/place/No+Bones+Beach+Club/@47.6683572,-122.3786225,17z/data=!3m1!4b1!4m6!3m5!1s0x549015c8f19e2add:0xd8b5dc465ce2b3f2!8m2!3d47.6683572!4d-122.3786225!16s%2Fg%2F11c3x827fx?authuser=0&entry=ttu",Vegan restaurant,"Vegan restaurant, Restaurant",4.6,1124,"No Bones Beach Club, 5410 17th Ave NW, Seattle, WA 98107"
ChIJyRNDzEMVkFQRt54XpBcIook,GoldinBlack,"https://www.google.com/maps/place/GoldinBlack/@47.6252493,-122.3570142,17z/data=!3m1!4b1!4m6!3m5!1s0x54901543cc4313c9:0x89a20817a4179eb7!8m2!3d47.6252493!4d-122.3570142!16s%2Fg%2F12608x5xw?authuser=0&entry=ttu",Korean restaurant,"Korean restaurant, Sandwich shop, Tapas restaurant",4.5,336,"GoldinBlack, 621 Queen Anne Ave N, Seattle, WA 98109"
ChIJ-xxb-jFvkFQRy2yS69etiDM,Simply Indian Restaurant,"https://www.google.com/maps/place/Simply+Indian+Restaurant/@47.5757165,-122.1686239,17z/data=!3m1!4b1!4m6!3m5!1s0x54906f31fa5b1cfb:0x3388add7eb926ccb!8m2!3d47.5757165!4d-122.1686239!16s%2Fg%2F11rjbsxspl?authuser=0&entry=ttu",Indian restaurant,Indian restaurant,4.2,351,"Simply Indian Restaurant, 12815 SE 38th St, Bellevue, WA 98006"
ChIJMyXvugFqkFQRom5oVZVkP0A,Mawadda Cafe,"https://www.google.com/maps/place/Mawadda+Cafe/@47.5457442,-122.2766944,17z/data=!3m1!4b1!4m6!3m5!1s0x54906a01baef2533:0x403f649555686ea2!8m2!3d47.5457442!4d-122.2766944!16s%2Fg%2F11clhq0458?authuser=0&entry=ttu",Mediterranean restaurant,Mediterranean restaurant,4.5,471,"Mawadda Cafe, 4433 S Graham St, Seattle, WA 98118"
ChIJ5Y74B04VkFQRvoWKWLoETmA,Bang Bang Cafe,https://www.google.com/maps/place/Bang+Bang+Cafe/data=!4m7!3m6!1s0x5490154e07f88ee5:0x604e04ba588a85be!8m2!3d47.6140229!4d-122.3492388!16s%2Fg%2F1tf8190t!19sChIJ5Y74B04VkFQRvoWKWLoETmA?authuser=0&hl=en&rclk=1,Cafe,"Cafe, Bakery, Brunch restaurant, Espresso bar, Vegan restaurant",4.3,526,"Bang Bang Cafe, 2460 Western Ave, Seattle, WA 98121"
ChIJH2Ta2O4VkFQRzrEAzPhzjd0,Lai Rai Restaurant and Bar,"https://www.google.com/maps/place/Lai+Rai+Restaurant+and+Bar/@47.61341,-122.34626,17z/data=!3m1!4b1!4m6!3m5!1s0x549015eed8da641f:0xdd8d73f8cc00b1ce!8m2!3d47.61341!4d-122.34626!16s%2Fg%2F11jyjdjhvg?authuser=0&entry=ttu",Restaurant,Restaurant,4.1,69,"Lai Rai Restaurant and Bar, 2234 1st Ave, Seattle, WA 98121"
ChIJv7WN0rBqkFQRVx6vfQqI9gI,Ruth's Chris Steak House,"https://www.google.com/maps/place/Ruth's+Chris+Steak+House/@47.6128133,-122.3331898,17z/data=!3m1!4b1!4m6!3m5!1s0x54906ab0d28db5bf:0x2f6880a7daf1e57!8m2!3d47.6128133!4d-122.3331898!16s%2Fg%2F1v5frm2z?authuser=0&entry=ttu",Steak house,"Steak house, American restaurant, Caterer, Fine dining restaurant, Restaurant, Seafood restaurant",4.3,1344,"Ruth's Chris Steak House, Grand Hyatt Seattle, 727 Pine St, Seattle, WA 98101"
ChIJrejoNycVkFQRY1r0NKMxF7M,Zeeks Pizza,"https://www.google.com/maps/place/Zeeks+Pizza/@47.6245349,-122.3075309,17z/data=!3m1!4b1!4m6!3m5!1s0x5490152737e8e8ad:0xb31731a334f45a63!8m2!3d47.6245349!4d-122.3075309!16s%2Fg%2F11fj1jvdkz?authuser=0&entry=ttu",Pizza restaurant,"Pizza restaurant, Beer hall, Family restaurant, Pizza delivery, Pizza Takeout, Restaurant",4.3,177,"Zeeks Pizza, 1830 E Mercer St, Seattle, WA 98112"
ChIJ798mybJqkFQRAxIXQl7xdOA,Emmett Watson's Oyster Bar,https://www.google.com/maps/place/Emmett+Watson%27s+Oyster+Bar/data=!4m7!3m6!1s0x54906ab2c926dfef:0xe074f15e42171203!8m2!3d47.6101719!4d-122.3426215!16s%2Fm%2F0zvxvsr!19sChIJ798mybJqkFQRAxIXQl7xdOA?authuser=0&hl=en&rclk=1,Restaurant,"Restaurant, Oyster bar restaurant, Seafood restaurant",4,362,"Emmett Watson's Oyster Bar, 1916 Pike Pl, Seattle, WA 98101"
ChIJZ3fV7EsVkFQRyXzzrkx3iDs,Top Pot Doughnuts,https://www.google.com/maps/place/Top+Pot+Doughnuts/data=!4m7!3m6!1s0x5490154becd57767:0x3b88774caef37cc9!8m2!3d47.6151643!4d-122.3412291!16s%2Fg%2F1t_tj_dc!19sChIJZ3fV7EsVkFQRyXzzrkx3iDs?authuser=0&hl=en&rclk=1,Donut shop,"Donut shop, Coffee shop, Dessert restaurant",4.5,2576,"Top Pot Doughnuts, 2124 5th Ave, Seattle, WA 98121"
ChIJIb-1meMUkFQRU6YhXEV7Ebk,Hamlin Market & Deli,"https://www.google.com/maps/place/Hamlin+Market+%26+Deli/@47.6453899,-122.326279,17z/data=!3m1!4b1!4m6!3m5!1s0x549014e399b5bf21:0xb9117b455c21a653!8m2!3d47.6453899!4d-122.326279!16s%2Fg%2F1trxddg7?authuser=0&entry=ttu",Deli,Deli,4.8,100,"Hamlin Market & Deli, 2729 Eastlake Ave E, Seattle, WA 98102"
ChIJVQAcb90SkFQRScpTvUgII6k,Kirkland Bakery,"https://www.google.com/maps/place/Kirkland+Bakery/@47.6751543,-122.2037367,17z/data=!3m1!4b1!4m6!3m5!1s0x549012dd6f1c0055:0xa9230848bd53ca49!8m2!3d47.6751543!4d-122.2037367!16s%2Fg%2F1hc0t1sg3?authuser=0&entry=ttu",Bakery,"Bakery, Breakfast restaurant, Cafe, Creperie, Dessert shop, Espresso bar, Lunch restaurant",4.3,598,"Kirkland Bakery, 219 Kirkland Ave #102, Kirkland, WA 98033"
ChIJTdd4Q5ptkFQRlha37G0AMOE,Royal Bakehouse,"https://www.google.com/maps/place/Royal+Bakehouse/@47.6113499,-122.1986654,17z/data=!3m1!4b1!4m6!3m5!1s0x54906d9a4378d74d:0xe130006decb71696!8m2!3d47.6113499!4d-122.1986654!16s%2Fg%2F11qnj6ry72?authuser=0&entry=ttu",Bakery,"Bakery, Coffee shop, Pastry shop, Sandwich shop",4.7,211,"Royal Bakehouse, 162 106th Ave NE, Bellevue, WA 98004"
ChIJud5oVw9rkFQRyfFQG59KZGI,Rider,"https://www.google.com/maps/place/Rider/@47.6123441,-122.3344124,17z/data=!3m1!4b1!4m6!3m5!1s0x54906b0f5768deb9:0x62644a9f1b50f1c9!8m2!3d47.6123441!4d-122.3344124!16s%2Fg%2F11f2w5td9f?authuser=0&entry=ttu",Traditional American restaurant,"Traditional American restaurant, Seafood restaurant",4.2,692,"Rider, 619 Pine St, Seattle, WA 98101"
ChIJPRRbzm8UkFQR92X-wha4Tvs,Teddy's Tavern,"https://www.google.com/maps/place/Teddy's+Tavern/@47.6759376,-122.3168258,17z/data=!3m1!4b1!4m6!3m5!1s0x5490146fce5b143d:0xfb4eb816c2fe65f7!8m2!3d47.6759376!4d-122.3168258!16s%2Fg%2F1wrtckb2?authuser=0&entry=ttu",Bar,Bar,4.5,254,"Teddy's Tavern, 1012 NE 65th St, Seattle, WA 98115"
ChIJqWeLqkMVkFQRLJwc39U1jrs,Streamline Tavern,"https://www.google.com/maps/place/Streamline+Tavern/@47.6256104,-122.3530019,17z/data=!3m1!4b1!4m6!3m5!1s0x54901543aa8b67a9:0xbb8e35d5df1c9c2c!8m2!3d47.6256104!4d-122.3530019!16s%2Fg%2F1wd3vrm3?authuser=0&entry=ttu",Pub,Pub,4.5,534,"Streamline Tavern, 174 Roy St, Seattle, WA 98109"
ChIJl2RiQ-0RkFQRnwT-hrU13K0,Mediterranean Oasis,"https://www.google.com/maps/place/Mediterranean+Oasis/@47.7402056,-122.3438867,17z/data=!3m1!4b1!4m6!3m5!1s0x549011ed43626497:0xaddc35b586fe049f!8m2!3d47.7402056!4d-122.3438867!16s%2Fg%2F11g1pwd607?authuser=0&entry=ttu",Mediterranean restaurant,"Mediterranean restaurant, Bakery",4.4,344,"Mediterranean Oasis, 15238 Aurora Ave N, Shoreline, WA 98133"
ChIJBfE1QCdrkFQRG2-YTdrJgY8,Vendemmia,"https://www.google.com/maps/place/Vendemmia/@47.6124713,-122.2891796,17z/data=!3m1!4b1!4m6!3m5!1s0x54906b274035f105:0x8f81c9da4d986f1b!8m2!3d47.6124713!4d-122.2891796!16s%2Fg%2F11bcd_yr6_?authuser=0&entry=ttu",Italian restaurant,"Italian restaurant, Bar, Restaurant",4.5,321,"Vendemmia, 1126 34th Ave, Seattle, WA 98122"
ChIJFYxSVohskFQRC6AH1xscYJY,El Gaucho Bellevue,"https://www.google.com/maps/place/El+Gaucho+Bellevue/@47.6148197,-122.1944309,17z/data=!3m1!4b1!4m6!3m5!1s0x54906c8856528c15:0x96601c1bd707a00b!8m2!3d47.6148197!4d-122.1944309!16s%2Fg%2F1vg6tfpr?authuser=0&entry=ttu",Steak house,Steak house,4.5,1856,"El Gaucho Bellevue, 450 108th Ave NE, Bellevue, WA 98004"
ChIJaaeqlSxrkFQRpe92w7Fbdug,Simply Soulful,"https://www.google.com/maps/place/Simply+Soulful/@47.5990219,-122.3012466,17z/data=!3m1!4b1!4m6!3m5!1s0x54906b2c95aaa769:0xe8765bb1c376efa5!8m2!3d47.5990219!4d-122.3012466!16s%2Fg%2F11b7q1lk2g?authuser=0&entry=ttu",Soul food restaurant,"Soul food restaurant, Breakfast restaurant",4.3,597,"Simply Soulful, 2321 S Jackson St, Seattle, WA 98144"
ChIJoVOXybFqkFQRA-8a2OmkD3I,Storyville Coffee 1st & Madison,"https://www.google.com/maps/place/Storyville+Coffee+1st+%26+Madison/@47.6047465,-122.3366066,17z/data=!3m1!4b1!4m6!3m5!1s0x54906ab1c99753a1:0x720fa4e9d81aef03!8m2!3d47.6047465!4d-122.3366066!16s%2Fg%2F1pt_zpmwl?authuser=0&entry=ttu",Coffee shop,"Coffee shop, Bakery, Cafe, Coffee roasters, Coffee store, Espresso bar",4.6,680,"Storyville Coffee 1st & Madison, 1001 1st Ave, Seattle, WA 98104"
ChIJgbu6NnsRkFQR38w3GnCTcCo,Toyoda Sushi,"https://www.google.com/maps/place/Toyoda+Sushi/@47.7205121,-122.2947816,17z/data=!3m1!4b1!4m6!3m5!1s0x5490117b36babb81:0x2a7093701a37ccdf!8m2!3d47.7205121!4d-122.2947816!16s%2Fg%2F1v3hzpf7?authuser=0&entry=ttu",Japanese restaurant,"Japanese restaurant, Restaurant, Sushi restaurant",4.6,567,"Toyoda Sushi, 12543 Lake City Way NE, Seattle, WA 98125"
ChIJxXEwXkpskFQRz4KVeSenNeM,Wingstop,"https://www.google.com/maps/place/Wingstop/@47.6096353,-122.141423,17z/data=!3m1!4b1!4m6!3m5!1s0x54906c4a5e3071c5:0xe335a727799582cf!8m2!3d47.6096353!4d-122.141423!16s%2Fg%2F1hf41zmlz?authuser=0&entry=ttu",Chicken wings restaurant,Chicken wings restaurant,3.8,451,"Wingstop, 14875 Main St, Bellevue, WA 98007"
ChIJz5tE21YRkFQRUIWZUzYkiFw,Chipotle Mexican Grill,"https://www.google.com/maps/place/Chipotle+Mexican+Grill/@47.7050297,-122.3266389,17z/data=!3m1!4b1!4m6!3m5!1s0x54901156db449bcf:0x5c88243653998550!8m2!3d47.7050297!4d-122.3266389!16s%2Fg%2F1tj73914?authuser=0&entry=ttu",Mexican restaurant,"Mexican restaurant, Caterer, Fast food restaurant",4,730,"Chipotle Mexican Grill, 401 NE Northgate Way, Seattle, WA 98125"
ChIJ_YkOqs5qkFQRvXyD5402YD0,Slab Sandwich,"https://www.google.com/maps/place/Slab+Sandwich/@47.6123164,-122.3196309,17z/data=!3m1!4b1!4m6!3m5!1s0x54906aceaa0e89fd:0x3d60368de7837cbd!8m2!3d47.6123164!4d-122.3196309!16s%2Fg%2F11b7010ygs?authuser=0&entry=ttu",Sandwich shop,Sandwich shop,4.7,114,"Slab Sandwich, 1201 10th Ave, Seattle, WA 98122"
ChIJP1QgMAcVkFQRyTiQ5MAMCqY,Starbucks,"https://www.google.com/maps/place/Starbucks/@47.6498204,-122.3500558,17z/data=!3m1!4b1!4m6!3m5!1s0x549015073020543f:0xa60a0cc0e49038c9!8m2!3d47.6498204!4d-122.3500558!16s%2Fg%2F1wk4cr_y?authuser=0&entry=ttu",Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.2,385,"Starbucks, 3401 Fremont Ave N, Seattle, WA 98103"
ChIJfSJ4s7QSkFQRU571g8kt45s,down pour coffee bar,"https://www.google.com/maps/place/down+pour+coffee+bar/@47.6670388,-122.1634281,17z/data=!3m1!4b1!4m6!3m5!1s0x549012b4b378227d:0x9be32dc983f59e53!8m2!3d47.6670388!4d-122.1634281!16s%2Fg%2F11b6v0rtzd?authuser=0&entry=ttu",Coffee shop,Coffee shop,4.6,377,"down pour coffee bar, 13200 Old Redmond Rd #150, Redmond, WA 98052"
ChIJKdw3DmFBkFQRCvXN5A_J8Jc,Boss Drive-In,"https://www.google.com/maps/place/Boss+Drive-In/@47.5211634,-122.3589733,17z/data=!3m1!4b1!4m6!3m5!1s0x549041610e37dc29:0x97f0c90fe4cdf50a!8m2!3d47.5211634!4d-122.3589733!16s%2Fg%2F11b5ywdp30?authuser=0&entry=ttu",Hamburger restaurant,"Hamburger restaurant, Fast food restaurant, Restaurant",4.1,1397,"Boss Drive-In, 9061 Delridge Way SW, Seattle, WA 98106"
ChIJVVz_BNwTkFQRCKInV_-eCWA,Santorini Pizza & Pasta,"https://www.google.com/maps/place/Santorini+Pizza+%26+Pasta/@47.7085327,-122.2912092,17z/data=!3m1!4b1!4m6!3m5!1s0x549013dc04ff5c55:0x60099eff5727a208!8m2!3d47.7085327!4d-122.2912092!16s%2Fg%2F1tmqfxv1?authuser=0&entry=ttu",Pizza restaurant,Pizza restaurant,4.6,255,"Santorini Pizza & Pasta, 11001 35th Ave NE, Seattle, WA 98125"
ChIJZ7vyKjgVkFQR5znRuHMGFxg,re:public,"https://www.google.com/maps/place/re:public/@47.6229107,-122.3386493,17z/data=!3m1!4b1!4m6!3m5!1s0x549015382af2bb67:0x18170673b8d139e7!8m2!3d47.6229107!4d-122.3386493!16s%2Fg%2F1tf28cwc?authuser=0&entry=ttu",New American restaurant,"New American restaurant, Bar, Brunch restaurant, Restaurant, Pacific Northwest restaurant (US)",4.2,1305,"re:public, 429 Westlake Ave N, Seattle, WA 98109"
ChIJ68vu_INtkFQRuBjHmdVtMUE,Blazing Bowl,"https://www.google.com/maps/place/Blazing+Bowl/@47.6194159,-122.1307166,17z/data=!3m1!4b1!4m6!3m5!1s0x54906d83fceecbeb:0x41316dd599c718b8!8m2!3d47.6194159!4d-122.1307166!16s%2Fg%2F11h3cd90lk?authuser=0&entry=ttu",Laotian restaurant,"Laotian restaurant, Hot pot restaurant, Restaurant",4.3,95,"Blazing Bowl, mall food court, 15600 NE 8th St Suite PM6, Bellevue, WA 98008"
ChIJayyD1gMVkFQRzcmVziKSE6g,I Love Teriyaki,https://www.google.com/maps/place/I+Love+Teriyaki/data=!4m7!3m6!1s0x54901503d6832c6b:0xa8139222ce95c9cd!8m2!3d47.6489558!4d-122.3431643!16s%2Fg%2F1tj5kvvm!19sChIJayyD1gMVkFQRzcmVziKSE6g?authuser=0&hl=en&rclk=1,Japanese restaurant,"Japanese restaurant, Restaurant",4.4,320,"I Love Teriyaki, 3409 Stone Way N, Seattle, WA 98103"
ChIJr5Ycj_4UkFQRfdV9DyPOoqM,Cantinetta,"https://www.google.com/maps/place/Cantinetta/@47.6518758,-122.3361496,17z/data=!3m1!4b1!4m6!3m5!1s0x549014fe8f1c96af:0xa3a2ce230f7dd57d!8m2!3d47.6518758!4d-122.3361496!16s%2Fg%2F1tfrrm43?authuser=0&entry=ttu",Italian restaurant,"Italian restaurant, Bar, Restaurant",4.4,447,"Cantinetta, 3650 Wallingford Ave N, Seattle, WA 98103"
ChIJUSS8sfQUkFQRoFJTymY5_VU,BB's Teriyaki Grill,"https://www.google.com/maps/place/BB's+Teriyaki+Grill/@47.6589834,-122.3135166,17z/data=!3m1!4b1!4m6!3m5!1s0x549014f4b1bc2451:0x55fd3966ca5352a0!8m2!3d47.6589834!4d-122.3135166!16s%2Fg%2F11g8wxrbsl?authuser=0&entry=ttu",Asian restaurant,"Asian restaurant, Fast food restaurant",4.2,412,"BB's Teriyaki Grill, 4221 University Way NE, Seattle, WA 98105"
ChIJy8StXstqkFQR0BueEWK83Uw,Fogon Cocina Mexicana,"https://www.google.com/maps/place/Fog%C3%B3n+Cocina+Mexicana/@47.6153504,-122.3242895,17z/data=!3m1!4b1!4m6!3m5!1s0x54906acb5eadc4cb:0x4cddbc62119e1bd0!8m2!3d47.6153504!4d-122.3242895!16s%2Fg%2F11h0452x6?authuser=0&entry=ttu",Mexican restaurant,Mexican restaurant,4.6,3620,"Fogon Cocina Mexicana, 600 E Pine St, Seattle, WA 98122"
ChIJq6zkYysVkFQR0LBXHPjD8XM,The Shop Agora,"https://www.google.com/maps/place/The+Shop+Agora/@47.621876,-122.31234,17z/data=!3m1!4b1!4m6!3m5!1s0x5490152b63e4acab:0x73f1c3f81c57b0d0!8m2!3d47.621876!4d-122.31234!16s%2Fg%2F1tfgcyp6?authuser=0&entry=ttu",Wine store,"Wine store, Deli, Grocery store, Mediterranean restaurant, Wine bar",4.7,103,"The Shop Agora, 346 15th Ave E, Seattle, WA 98112"
ChIJOZKatG8UkFQRBZS-NllpThs,Portage Bay Cafe on 65th,"https://www.google.com/maps/place/Portage+Bay+Cafe+on+65th/@47.6760222,-122.3184998,17z/data=!3m1!4b1!4m6!3m5!1s0x5490146fb49a9239:0x1b4e695936be9405!8m2!3d47.6760222!4d-122.3184998!16s%2Fg%2F11bw64pk5_?authuser=0&entry=ttu",Brunch restaurant,"Brunch restaurant, Breakfast restaurant, Cafe, Caterer, Delivery service, Lunch restaurant, Organic restaurant",4.4,1148,"Portage Bay Cafe on 65th, 900 NE 65th St, Seattle, WA 98115"
ChIJFVdRgrcVkFQR33DLwJoLE4A,Java Jahn,"https://www.google.com/maps/place/Java+Jahn/@47.6638383,-122.3748614,17z/data=!3m1!4b1!4m6!3m5!1s0x549015b782515715:0x80130b9ac0cb70df!8m2!3d47.6638383!4d-122.3748614!16s%2Fg%2F1tj4grh2?authuser=0&entry=ttu",Coffee shop,Coffee shop,4.7,192,"Java Jahn, 1428 Leary Wy NW suite b, Seattle, WA 98107"
ChIJBUMD6lRpkFQRl-dqgDciCUc,Toshi's Teriyaki,"https://www.google.com/maps/place/Toshi's+Teriyaki/@47.5734405,-122.168403,17z/data=!3m1!4b1!4m6!3m5!1s0x54906954ea034305:0x47092237806ae797!8m2!3d47.5734405!4d-122.168403!16s%2Fg%2F12hppxj55?authuser=0&entry=ttu",Japanese restaurant,Japanese restaurant,4.3,245,"Toshi's Teriyaki, 4038 Factoria Blvd SE STE D, Bellevue, WA 98006"
ChIJaelbcBIVkFQRct1p45ZC9rA,Grappa,"https://www.google.com/maps/place/Grappa/@47.6385683,-122.3567435,17z/data=!3m1!4b1!4m6!3m5!1s0x54901512705be969:0xb0f64296e369dd72!8m2!3d47.6385683!4d-122.3567435!16s%2Fg%2F11ckvr1zl7?authuser=0&entry=ttu",Mediterranean restaurant,"Mediterranean restaurant, Italian restaurant, Seafood restaurant, Wine bar",4.5,850,"Grappa, 2 W Boston St, Seattle, WA 98109"
ChIJX5qCJ2prkFQRl4Piu0zTWO0,Soulful Dishes,"https://www.google.com/maps/place/Soulful+Dishes/@47.6018356,-122.3086419,17z/data=!3m1!4b1!4m6!3m5!1s0x54906b6a27829a5f:0xed58d34cbbe28397!8m2!3d47.6018356!4d-122.3086419!16s%2Fg%2F11g4ct9rj3?authuser=0&entry=ttu",Soul food restaurant,Soul food restaurant,4.4,219,"Soulful Dishes, 1800 E Yesler Way, Seattle, WA 98122"
ChIJc3kSrcgVkFQRLbVcwMTElmU,Mr. Gyros,https://www.google.com/maps/place/Mr.+Gyros/data=!4m7!3m6!1s0x549015c8ad127973:0x6596c4c4c05cb52d!8m2!3d47.669315!4d-122.3818615!16s%2Fg%2F1tgx1qkr!19sChIJc3kSrcgVkFQRLbVcwMTElmU?authuser=0&hl=en&rclk=1,Gyro restaurant,"Gyro restaurant, Mediterranean restaurant, Restaurant",4.4,594,"Mr. Gyros, 5522 20th Ave NW, Seattle, WA 98107"
ChIJOTwRwHAVkFQRYGVIWtpc7YQ,Whole Foods Market,"https://www.google.com/maps/place/Whole+Foods+Market/@47.6369444,-122.3768833,17z/data=!3m1!4b1!4m6!3m5!1s0x54901570c0113c39:0x84ed5cda5a486560!8m2!3d47.6369444!4d-122.3768833!16s%2Fg%2F1tj57gwl?authuser=0&entry=ttu",Grocery store,"Grocery store, Cheese shop, Fresh food market, Greengrocer, Health food store, Natural goods store, Organic food store, Produce market, Supermarket, Wine store",4.2,1554,"Whole Foods Market, 2001 15th Ave W, Seattle, WA 98119"
ChIJXUtQgNUUkFQRpIkboOc-13k,Fuel Coffee,https://www.google.com/maps/place/Fuel+Coffee/data=!4m7!3m6!1s0x549014d580504b5d:0x79d73ee7a01b89a4!8m2!3d47.6247222!4d-122.3069444!16s%2Fg%2F1trvl3xk!19sChIJXUtQgNUUkFQRpIkboOc-13k?authuser=0&hl=en&rclk=1,Coffee shop,Coffee shop,4.4,200,"Fuel Coffee, 610 19th Ave E, Seattle, WA 98112"
ChIJsYRXKbGqmlQRxJSq7KTm7o8,Moontree Sushi And Tapas,"https://www.google.com/maps/place/Moontree+Sushi+And+Tapas/@47.623931,-122.3552546,17z/data=!3m1!4b1!4m6!3m5!1s0x549aaab1295784b1:0x8feee6a4ecaa94c4!8m2!3d47.623931!4d-122.3552546!16s%2Fg%2F1262rh4j0?authuser=0&entry=ttu",Sushi restaurant,"Sushi restaurant, Asian restaurant, Authentic Japanese restaurant, Korean restaurant, Modern izakaya restaurant, Restaurant, Takoyaki restaurant, Tapas restaurant, Yakitori restaurant",4.7,812,"Moontree Sushi And Tapas, 516 1st Ave N, Seattle, WA 98109"
ChIJdRRd_oYUkFQR_07XTcj385I,Elemental Pizza,"https://www.google.com/maps/place/Elemental+Pizza/@47.6634484,-122.2991428,17z/data=!3m1!4b1!4m6!3m5!1s0x54901486fe5d1475:0x92f3f7c84dd74eff!8m2!3d47.6634484!4d-122.2991428!16s%2Fg%2F1tngp_5h?authuser=0&entry=ttu",Pizza restaurant,"Pizza restaurant, Italian restaurant",4,430,"Elemental Pizza, 2634 NE University Village St, Seattle, WA 98105"
