,Unnamed: 0_google,Name,Main Tag,Tags_google,Rating_google,Num Reviews_google,Address_google,Zip Code,Neighborhood_google,Street Name,Unnamed: 0_tripadvisor,index,Rating_tripadvisor,Num Reviews_tripadvisor,Address_tripadvisor,Marquee,Distribution_x,Cost_x,Tags_tripadvisor,Neighborhood_tripadvisor,Unnamed: 0,Address,Rating,Num Reviews,Cost_y,Tags,Distribution_y,Neighborhood
901,1288.0,Billy Beach Sushi & Bar,Sushi restaurant,"Sushi restaurant, Japanese restaurant",4.5,511.0,"Billy Beach Sushi & Bar, 5463 Leary Ave NW, Seattle, WA 98107",98107.0,Ballard,"Leary Ave NW,",895.0,895.0,4.0,50.0,"5463 Leary Ave NW, Seattle, WA 98107-4011","#557 of 2,182 Restaurants in Seattle","[17, 23, 7, 0, 2]",$$ - $$$,JapaneseSushiAsian,Ballard,875.0,"5463 Leary Ave NW, Seattle, WA 98107-4011",3.8,494.0,$$,"['Sushi Bars', 'Japanese', 'Asian Fusion']","['38', '51', '65', '148', '192']",Ballard
902,1289.0,84 Yesler,New American restaurant,"New American restaurant, American restaurant, Bar",4.8,231.0,"84 Yesler, 84 Yesler Wy, Seattle, WA 98104",98104.0,Chinatown,"Yesler, 84 Yesler Wy,",,,,,,,,,,,,,,,,,,
903,1290.0,Morsel,Breakfast restaurant,Breakfast restaurant,4.6,1014.0,"Morsel, 5000 University Way NE suite d, Seattle, WA 98105",98105.0,University District,University Way NE,,,,,,,,,,,,,,,,,,
904,1293.0,Burger and Kabob Hut,Fast food restaurant,"Fast food restaurant, Hamburger restaurant, Restaurant",4.3,2230.0,"Burger and Kabob Hut, 4142 University Way NE, Seattle, WA 98105",98105.0,University District,"University Way NE,",2210.0,2210.0,4.0,10.0,"4142 University Way NE, Seattle, WA 98105-6214","#1,344 of 2,182 Restaurants in Seattle","[1, 7, 2, 0, 0]",$,American,University District,2145.0,"4142 University Way NE, Seattle, WA 98105-6214",3.9,384.0,Unclaimed,"['Burgers', 'Halal']","['32', '30', '48', '103', '171']",University District
905,1295.0,Rondo Japanese,Japanese restaurant,"Japanese restaurant, Ramen restaurant, Sushi restaurant",4.5,586.0,"Rondo Japanese Kitchen, 224 Broadway E, Seattle, WA 98102",98102.0,Capitol Hill,"Broadway E,",2157.0,2157.0,5.0,2.0,"224 Broadway E, Seattle, WA 98102-5724","#1,308 of 2,182 Restaurants in Seattle","[2, 0, 0, 0, 0]",,,Capitol Hill,2094.0,"224 Broadway E, Seattle, WA 98102-5724",4.4,529.0,$$,"['Sushi Bars', 'Izakaya']","['10', '18', '49', '138', '314']",Capitol Hill
906,1297.0,Le Panier,Bakery,"Bakery, Patisserie",4.7,2260.0,"Le Panier, 1902 Pike Pl, Seattle, WA 98101",98101.0,Downtown,"Pike Pl,",3.0,3.0,4.5,1719.0,"1902 Pike Pl, Seattle, WA 98101-1013",#2 of 88 Bakeries in Seattle,"[1136, 379, 65, 15, 5]",$$ - $$$,BakeriesFrenchCafe,Downtown,3.0,"1902 Pike Pl, Seattle, WA 98101-1013",4.4,2860.0,$,"['Bakeries', 'French', 'Patisserie/Cake Shop']","['54', '88', '199', '810', '1709']",Downtown
907,1299.0,El Borracho,Vegan restaurant,"Vegan restaurant, Bar, Mexican restaurant, Restaurant",4.2,1765.0,"El Borracho Pike Place Market, 1521 1st Ave, Seattle, WA 98101",98101.0,Downtown,"1st Ave,",,,,,,,,,,,,,,,,,,
908,1300.0,Aqua Terra,American restaurant,"American restaurant, Bar, Lounge, Restaurant",4.1,201.0,"Aqua Terra, 3201 S 176th St, Seattle, WA 98188",98188.0,Other,"S 176th St,",,,,,,,,,,,,,,,,,,
909,1302.0,McDonald's,Fast food restaurant,"Fast food restaurant, Breakfast restaurant, Coffee shop, Hamburger restaurant, Restaurant, Sandwich shop",3.5,1069.0,"McDonald's, 3003 California Ave SW, Seattle, WA 98116",98116.0,Other,"California Ave SW,",3466.0,3467.0,2.5,5.0,"3003 California Ave SW, Seattle, WA 98116","#2,142 of 2,182 Restaurants in Seattle","[0, 0, 1, 2, 1]",,,Other,3358.0,"3003 California Ave SW, Seattle, WA 98116",2.0,35.0,$,"['Burgers', 'Fast Food', 'Coffee & Tea']","['18', '7', '5', '2', '3']",Other
910,1303.0,Bistro Turkuaz,Turkish restaurant,"Turkish restaurant, Mediterranean restaurant, Restaurant",4.5,118.0,"Bistro Turkuaz, 1114 34th Ave, Seattle, WA 98122",98122.0,Capitol Hill,"34th Ave,",1405.0,1405.0,4.0,25.0,"1114 34th Ave, Seattle, WA 98122-5139","#869 of 2,182 Restaurants in Seattle","[8, 10, 3, 2, 1]",$$ - $$$,MediterraneanEuropeanTurkish,Capitol Hill,1375.0,"1114 34th Ave, Seattle, WA 98122-5139",4.0,130.0,Unclaimed,"['Turkish', 'Mediterranean']","['15', '8', '8', '32', '67']",Capitol Hill
911,1304.0,Hillside Bar,Bar,"Bar, Cocktail bar, Pool hall, Pub, Video arcade",4.6,328.0,"Hillside Bar, 1520 E Olive Wy, Seattle, WA 98122",98122.0,Capitol Hill,"E Olive Wy,",,,,,,,,,,,,,,,,,,
912,1305.0,Beach Comber Sports Bar & Grill,Sports bar,Sports bar,4.1,114.0,"Beach Comber Sports Bar & Grill, 12623 Renton Ave S, Seattle, WA 98178",98178.0,Other,"Renton Ave S,",3279.0,3280.0,4.0,1.0,"12623 Renton Ave S, Seattle, WA 98178-3712","#2,015 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 0]",,,Other,3173.0,"12623 Renton Ave S, Seattle, WA 98178-3712",3.8,26.0,$,"['Bars', 'American', 'Pizza']","['2', '2', '8', '2', '12']",Other
913,1306.0,Samurai Noodle,Ramen restaurant,"Ramen restaurant, Asian restaurant, Japanese restaurant, Restaurant",4.3,646.0,"Samurai Noodle, 606 5th Ave S, Seattle, WA 98104",98104.0,Chinatown,"5th Ave S,",1312.0,1312.0,4.0,50.0,"606 5th Ave S, Seattle, WA 98104-3897","#816 of 2,182 Restaurants in Seattle","[18, 11, 7, 1, 5]",$,JapaneseAsianSoups,Chinatown,1285.0,"606 5th Ave S, Seattle, WA 98104-3897",3.5,846.0,$,"['Ramen', 'Noodles']","['76', '102', '190', '274', '204']",Chinatown
914,1307.0,Ristorante Machiavelli,Italian restaurant,"Italian restaurant, Restaurant",4.5,1044.0,"Ristorante Machiavelli, 1215 Pine St, Seattle, WA 98101",98101.0,Downtown,"Pine St,",219.0,219.0,4.5,220.0,"1215 Pine St, Seattle, WA 98101-1931","#145 of 2,182 Restaurants in Seattle","[121, 61, 19, 4, 8]",$$ - $$$,ItalianVegetarian FriendlyGluten Free Options,Downtown,216.0,"1215 Pine St, Seattle, WA 98101-1931",4.1,974.0,$$,"['Italian', 'Pizza', 'Bars']","['67', '55', '111', '249', '492']",Downtown
915,1308.0,Bus Stop Espresso,Coffee shop,"Coffee shop, Gyro restaurant",4.5,254.0,"Bus Stop Espresso & Gyros, 800 NE 65th St, Seattle, WA 98115",98115.0,Other,"NE 65th St,",2469.0,2469.0,4.5,3.0,"800 NE 65th St, Seattle, WA 98115-5586","#1,499 of 2,182 Restaurants in Seattle","[2, 1, 0, 0, 0]",,,Other,2399.0,"800 NE 65th St, Seattle, WA 98115-5586",4.0,124.0,$,"['Coffee & Tea', 'Cafes', 'Greek']","['9', '11', '9', '28', '67']",Other
916,1309.0,Regatta Bar & Grille,Bar & grill,Bar & grill,3.5,78.0,"Regatta Bar & Grille, 1113 6th Ave, Seattle, WA 98101",98101.0,Downtown,"6th Ave,",,,,,,,,,,,,,,,,,,
917,1311.0,Red Bowls Restaurant,Restaurant,Restaurant,4.7,423.0,"Red Bowls Restaurant, 812 3rd Ave, Seattle, WA 98104",98104.0,Chinatown,"3rd Ave,",,,,,,,,,,,,,,,,,,
918,1312.0,Ghostfish Brewing Company,Brewpub,Brewpub,4.6,1127.0,"Ghostfish Brewing Company, 2942 1st Ave S, Seattle, WA 98134",98134.0,Other,"1st Ave S,",300.0,300.0,4.5,71.0,"2942 1st Ave S, Seattle, WA 98134-1820","#195 of 2,182 Restaurants in Seattle","[50, 16, 1, 2, 2]",$$ - $$$,AmericanBrew PubBar,Other,296.0,"2942 1st Ave S, Seattle, WA 98134-1820",4.4,384.0,$$,['Breweries'],"['12', '14', '34', '89', '235']",Other
919,1313.0,Here Today Brewery & Kitchen,Brewery,Brewery,4.7,113.0,"Here Today Brewery & Kitchen, 2815 Elliott Ave Suite 101, Seattle, WA 98121",98121.0,Belltown,Elliott Ave,,,,,,,,,,,,,,,,,,
920,1315.0,Toulouse Petit Kitchen & Lounge,Bar,Bar,4.5,348.0,"Waterwheel Lounge, 7034 15th Ave NW, Seattle, WA 98117",98117.0,Other,"15th Ave NW,",,,,,,,,,,,,,,,,,,
921,1316.0,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.9,76.0,"Subway, 8014 Lake City Way NE Suite C, Seattle, WA 98115",98115.0,Other,Lake City Way NE,,,,,,,,,,,,,,,,,,
922,1317.0,Pennyroyal Bar,Bar,"Bar, Cocktail bar, Lounge",4.4,227.0,"PennyRoyal, 2000 2nd Ave #100, Seattle, WA 98121",98121.0,Belltown,2nd Ave,,,,,,,,,,,,,,,,,,
923,1320.0,Opus Co.,Grill,"Grill, Restaurant",4.9,164.0,"Opus Co., 7410 Greenwood Ave N, Seattle, WA 98103",98103.0,Fremont/Wallingford,"Greenwood Ave N,",755.0,755.0,4.5,21.0,"7410 Greenwood Ave N, Seattle, WA 98103-5044","#473 of 2,182 Restaurants in Seattle","[15, 5, 0, 0, 0]",$$$$,AmericanGrillContemporary,Fremont/Wallingford,739.0,"7410 Greenwood Ave N, Seattle, WA 98103-5044",4.8,113.0,$$$,['New American'],"['1', '1', '5', '11', '95']",Fremont/Wallingford
924,1321.0,The Owl 'N Thistle Irish Pub and Restaurant,Irish pub,"Irish pub, Bar, European restaurant, Pool hall, Pub",4.4,1782.0,"Owl N' Thistle, 808 Post Ave, Seattle, WA 98104",98104.0,Chinatown,"Post Ave,",228.0,228.0,4.0,153.0,"808 Post Ave, Seattle, WA 98104-1419","#152 of 2,182 Restaurants in Seattle","[63, 66, 20, 3, 0]",$$ - $$$,IrishBarPub,Chinatown,225.0,"808 Post Ave, Seattle, WA 98104-1419",3.8,384.0,Unclaimed,"['Irish', 'Irish Pub']","['35', '22', '73', '128', '126']",Chinatown
925,1322.0,The Central Saloon,Bar,"Bar, Live music venue, Restaurant",4.5,924.0,"Central Saloon, 207 1st Ave S, Seattle, WA 98104",98104.0,Chinatown,"1st Ave S,",1969.0,1969.0,4.5,12.0,"207 1st Ave S, Seattle, WA 98104-3460","#1,192 of 2,182 Restaurants in Seattle","[5, 5, 2, 0, 0]",,AmericanBarPub,Chinatown,1909.0,"207 1st Ave S, Seattle, WA 98104-3460",3.7,145.0,Unclaimed,"['Bars', 'Music Venues', 'New American']","['16', '10', '21', '50', '48']",Chinatown
926,1323.0,Sabine,Brunch restaurant,"Brunch restaurant, Cafe",4.4,409.0,"Sabine Cafe, 5307 Ballard Ave NW, Seattle, WA 98107",98107.0,Ballard,"Ballard Ave NW,",1490.0,1490.0,4.0,10.0,"5307 Ballard Ave NW, Seattle, WA 98107-4061","#920 of 2,182 Restaurants in Seattle","[5, 2, 2, 0, 0]",$,MediterraneanTurkish,Ballard,1450.0,"5307 Ballard Ave NW, Seattle, WA 98107-4061",4.2,247.0,$$,"['Cafes', 'Breakfast & Brunch', 'Cocktail Bars']","['12', '13', '25', '77', '120']",Ballard
927,1324.0,The Nest Rooftop,Bar,Bar,4.3,1090.0,"The Nest Rooftop Bar, Thompson Seattle by Hyatt, 110 Stewart St, Seattle, WA 98101",98101.0,Downtown,"Stewart St,",,,,,,,,,,,,,,,,,,
928,1325.0,La Palmera Mexican Restaurant,Mexican restaurant,"Mexican restaurant, Bar, Latin American restaurant, Restaurant",4.4,788.0,"La Palmera Mexican Restaurant, 901 Mercer St, Seattle, WA 98109",98109.0,Queen Anne/South Lake Union,"Mercer St,",1797.0,1797.0,4.0,7.0,"901 Mercer St, Seattle, WA 98109-4334","#1,095 of 2,182 Restaurants in Seattle","[4, 1, 1, 1, 0]",,,Queen Anne/South Lake Union,1744.0,"901 Mercer St, Seattle, WA 98109-4334",4.0,177.0,Unclaimed,['Mexican'],"['12', '21', '19', '33', '92']",Queen Anne/South Lake Union
929,1326.0,Woodsky's,Bar,Bar,4.3,155.0,"Woodsky's, 303 N 36th St, Seattle, WA 98103",98103.0,Fremont/Wallingford,"N 36th St,",2818.0,2819.0,4.0,3.0,"303 N 36th St, Seattle, WA 98103-8612","#1,717 of 2,182 Restaurants in Seattle","[1, 1, 1, 0, 0]",,,Fremont/Wallingford,2729.0,"303 N 36th St, Seattle, WA 98103-8612",3.4,75.0,Unclaimed,['Bars'],"['20', '6', '3', '15', '31']",Fremont/Wallingford
930,1328.0,Marrakesh,Moroccan restaurant,"Moroccan restaurant, Restaurant",4.3,1045.0,"Marrakesh | Moroccan Restaurant, 2334 2nd Ave, Seattle, WA 98121",98121.0,Belltown,"2nd Ave,",500.0,500.0,4.0,136.0,"2334 2nd Ave, Seattle, WA 98121-1710","#309 of 2,182 Restaurants in Seattle","[65, 39, 10, 9, 11]",$$ - $$$,MoroccanMediterraneanMiddle Eastern,Belltown,490.0,"2334 2nd Ave, Seattle, WA 98121-1710",3.7,634.0,$$,"['Moroccan', 'Mediterranean']","['69', '66', '99', '179', '221']",Belltown
931,1329.0,A la Mode Pies,Bakery,"Bakery, Pie shop, Restaurant",4.5,487.0,"A la Mode Pies West Seattle, 4225 SW Alaska St, Seattle, WA 98116",98116.0,Other,"SW Alaska St,",1694.0,1694.0,4.5,9.0,"4225 SW Alaska St, Seattle, WA 98116-4524","#1,035 of 2,182 Restaurants in Seattle","[6, 1, 2, 0, 0]",,,Other,1644.0,"4225 SW Alaska St, Seattle, WA 98116-4524",4.0,302.0,$,"['Desserts', 'Cafes', 'Bakeries']","['26', '19', '31', '72', '154']",Other
932,1332.0,Alki Cafe,Restaurant,Restaurant,4.2,444.0,"Alki Cafe, 2726 Alki Ave SW, Seattle, WA 98116",98116.0,Other,"Alki Ave SW,",348.0,348.0,4.5,82.0,"2726 Alki Ave SW, Seattle, WA 98116-2814","#220 of 2,182 Restaurants in Seattle","[38, 26, 13, 1, 1]",$$ - $$$,AmericanCafeDeli,Other,342.0,"2726 Alki Ave SW, Seattle, WA 98116-2814",3.2,257.0,$$,"['Breakfast & Brunch', 'American']","['42', '44', '48', '69', '54']",Other
933,1333.0,Barrio Mexican Kitchen & Bar,Mexican restaurant,"Mexican restaurant, Bar & grill, Brunch restaurant, Caterer, Delivery service, Fast food restaurant, Restaurant, Tex-Mex restaurant",3.8,421.0,"QDOBA Mexican Eats, 217 Pike St, Seattle, WA 98101",98101.0,Downtown,"Pike St,",,,,,,,,,,,,,,,,,,
934,1334.0,Oasis Tea Zone,Bubble tea store,Bubble tea store,4.2,515.0,"Oasis Tea Zone, 4524 University Way NE, Seattle, WA 98105",98105.0,University District,"University Way NE,",2440.0,2440.0,5.0,4.0,"4508 University Way NE, Seattle, WA 98105-4511",#167 of 225 Coffee & Tea in Seattle,"[3, 1, 0, 0, 0]",,,University District,2370.0,"4508 University Way NE, Seattle, WA 98105-4511",3.2,265.0,Unclaimed,"['Coffee & Tea', 'Tea Rooms', 'Bubble Tea']","['43', '44', '43', '77', '58']",University District
935,1337.0,Alki Mail Dispatch,Notary public,Notary public,4.6,81.0,"Alki Mail and Dispatch, 4701 SW Admiral Way, Seattle, WA 98116",98116.0,Other,"SW Admiral Way,",3492.0,3493.0,2.5,2.0,"4701 SW Admiral Way, Seattle, WA 98116-2270","#2,160 of 2,182 Restaurants in Seattle","[0, 1, 0, 0, 1]",,Cafe,Other,3384.0,"4701 SW Admiral Way, Seattle, WA 98116-2270",,78.0,,"['Notaries', 'Mailbox Centers', 'Shipping Centers']","['16', '7', '1', '9', '45']",Other
936,1338.0,Little Coney,Bar,Bar,4.3,1048.0,"Shorty's, 2316 2nd Ave, Seattle, WA 98121",98121.0,Belltown,"2nd Ave,",1551.0,1551.0,3.5,47.0,"2222 2nd Ave, Seattle, WA 98121-2038",#25 of 69 Bars & Pubs in Seattle,"[16, 14, 11, 1, 5]",$,BarPub,Belltown,,,,,,,,
937,1345.0,Petra Bistro,Chinese restaurant,"Chinese restaurant, Chinese noodle restaurant, Dim sum restaurant, Sichuan restaurant",4.5,223.0,"ChiHo Bistro Zi Wei Tang , 2330 2nd Ave, Seattle, WA 98121",98121.0,Belltown,"2nd Ave,",,,,,,,,,,,,,,,,,,
938,1348.0,Cedars Restaurant on Brooklyn,Lebanese restaurant,"Lebanese restaurant, Falafel restaurant, Gyro restaurant, Mediterranean restaurant, Middle Eastern restaurant, Restaurant",4.6,355.0,"Cedars of Lebanon, 1319 NE 43rd St, Seattle, WA 98105",98105.0,University District,"NE 43rd St,",,,,,,,,,,,,,,,,,,
939,1349.0,Bookstore Bar & Café,American restaurant,"American restaurant, Bar, Lounge",4.2,384.0,"Bookstore Bar & Cafe, 1007 1st Ave, Seattle, WA 98104",98104.0,Chinatown,"1st Ave,",,,,,,,,,,,,,,,,,,
940,1350.0,Piroshki On Madison,Eastern European restaurant,"Eastern European restaurant, Restaurant",4.7,256.0,"Piroshki, 1219 Madison St, Seattle, WA 98104",98104.0,Chinatown,"Madison St,",889.0,889.0,4.5,24.0,"1219 Madison St, Seattle, WA 98104-1336",#143 of 302 Quick Bites in Seattle,"[17, 5, 2, 0, 0]",$,Quick BitesCafeDeli,Chinatown,869.0,"1219 Madison St, Seattle, WA 98104-1336",4.4,266.0,$,"['Bakeries', 'Russian', 'Ukrainian']","['7', '12', '19', '65', '163']",Chinatown
941,1351.0,Blarney Stone Pub & Restaurant,Bar,"Bar, Irish pub, Pub, Restaurant, Sports bar",4.2,1103.0,"Blarney Stone Pub, 1416 1st Ave, Seattle, WA 98101",98101.0,Downtown,"1st Ave,",1796.0,1796.0,3.5,37.0,"1416 1st Ave, Seattle, WA 98101-2004",#30 of 69 Bars & Pubs in Seattle,"[8, 17, 4, 2, 6]",$$ - $$$,AmericanIrishBar,Downtown,1743.0,"1416 1st Ave, Seattle, WA 98101-2004",3.6,180.0,$,"['Irish Pub', 'American', 'Burgers']","['28', '13', '28', '38', '73']",Downtown
942,1353.0,Flatstick Pub - South Lake Union,Pub,"Pub, Miniature golf course",4.4,1754.0,"Flatstick Pub - South Lake Union, 609 Westlake Ave N, Seattle, WA 98109",98109.0,Queen Anne/South Lake Union,"Westlake Ave N,",2181.0,2181.0,4.0,5.0,"609 Westlake Ave N, Seattle, WA 98109","#1,326 of 2,182 Restaurants in Seattle","[2, 2, 1, 0, 0]",,,Queen Anne/South Lake Union,2118.0,"609 Westlake Ave N, Seattle, WA 98109",4.1,177.0,$$,"['Mini Golf', 'Pubs', 'Beer Bar']","['12', '10', '17', '52', '86']",Queen Anne/South Lake Union
943,1354.0,City Teriyaki,Japanese restaurant,Japanese restaurant,4.1,180.0,"City Teriyaki, 5400 Rainier Ave S, Seattle, WA 98118",98118.0,Other,"Rainier Ave S,",2853.0,2854.0,5.0,1.0,"5400 Rainier Ave S, Seattle, WA 98118-2439","#1,736 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",$$ - $$$,Asian,Other,2764.0,"5400 Rainier Ave S, Seattle, WA 98118-2439",3.9,81.0,,['Japanese'],"['11', '8', '7', '11', '44']",Other
944,1360.0,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",3.6,162.0,"Starbucks, 102 Pike St, Seattle, WA 98101",98101.0,Downtown,"Pike St,",162.0,162.0,4.0,2510.0,"102 Pike St, Seattle, WA 98101-2010",#9 of 225 Coffee & Tea in Seattle,"[690, 603, 571, 113, 59]",$,Quick BitesAmerican,Downtown,159.0,"102 Pike St, Seattle, WA 98101-2010",3.7,182.0,$,['Coffee & Tea'],"['17', '17', '27', '61', '60']",Downtown
945,1361.0,The Backdoor,Cocktail bar,"Cocktail bar, Bar, Lounge, Restaurant",4.3,589.0,"The Backdoor, 462 N 36th St, Seattle, WA 98103",98103.0,Fremont/Wallingford,"N 36th St,",3356.0,3357.0,4.0,1.0,"462 N 36th St, Seattle, WA 98103-8631",#66 of 69 Bars & Pubs in Seattle,"[0, 1, 0, 0, 0]",,PubGastropub,Fremont/Wallingford,3250.0,"462 N 36th St, Seattle, WA 98103-8631",3.8,330.0,$$,"['New American', 'Speakeasies', 'Cocktail Bars']","['31', '30', '36', '109', '124']",Fremont/Wallingford
946,1362.0,Pecado Bueno,Mexican restaurant,"Mexican restaurant, Bar, Latin American restaurant, Organic restaurant, Restaurant",4.3,787.0,"Pecado Bueno Fremont, 4307 Fremont Ave N, Seattle, WA 98103",98103.0,Fremont/Wallingford,"Fremont Ave N,",830.0,830.0,4.0,52.0,"4307 Fremont Ave N, Seattle, WA 98103-7223",#130 of 302 Quick Bites in Seattle,"[17, 22, 7, 3, 1]",$$ - $$$,Quick BitesMexicanSouthwestern,Fremont/Wallingford,810.0,"4307 Fremont Ave N, Seattle, WA 98103-7223",3.7,592.0,$$,['Mexican'],"['61', '67', '81', '163', '220']",Fremont/Wallingford
947,1363.0,NYC Deli Market,Deli,"Deli, Salad shop, Sandwich shop",4.3,207.0,"Nyc Deli Market, 1520 7th Ave, Seattle, WA 98101",98101.0,Downtown,"7th Ave,",339.0,339.0,4.0,109.0,"1520 7th Ave, Seattle, WA 98101-1704","#215 of 2,182 Restaurants in Seattle","[46, 38, 18, 1, 1]",$,AmericanDeli,Downtown,333.0,"1520 7th Ave, Seattle, WA 98101-1704",4.0,258.0,$$,"['Delis', 'Sandwiches', 'Breakfast & Brunch']","['17', '18', '31', '81', '111']",Downtown
948,1364.0,Americana Restaurant,American restaurant,"American restaurant, Breakfast restaurant, Brunch restaurant, Takeout Restaurant, Restaurant",4.3,613.0,"Americana Restaurant, 219 Broadway E, Seattle, WA 98102",98102.0,Capitol Hill,"Broadway E,",550.0,550.0,4.5,67.0,"219 Broadway E, Seattle, WA 98102-5733","#343 of 2,182 Restaurants in Seattle","[39, 21, 4, 0, 3]",$$ - $$$,AmericanVegetarian FriendlyVegan Options,Capitol Hill,540.0,"219 Broadway E, Seattle, WA 98102-5733",4.0,1053.0,$$,"['New American', 'Breakfast & Brunch', 'Cocktail Bars']","['50', '69', '153', '347', '434']",Capitol Hill
949,1366.0,Zephyr Bar,Bar,Bar,3.9,9.0,"Zephyr Bar, 255 S King St, Seattle, WA 98104",98104.0,Chinatown,"S King St,",,,,,,,,,,,,,,,,,,
950,1368.0,Masala of India Cuisine,Indian restaurant,Indian restaurant,4.3,1084.0,"Masala of India Cuisine, 507 NE Northgate Way Suite G, Seattle, WA 98125",98125.0,Northgate,NE Northgate Way,,,,,,,,,,,,,,,,,,
951,1369.0,Royal Palm,Restaurant,Restaurant,4.6,233.0,"Royal Palm Thai Restaurant, 6417 Roosevelt Way NE # 201, Seattle, WA 98115",98115.0,Other,Roosevelt Way NE,2370.0,2370.0,4.0,11.0,"6417 Roosevelt Way NE Ste 201, Seattle, WA 98115-6657","#1,436 of 2,182 Restaurants in Seattle","[4, 4, 0, 1, 1]",,Thai,Other,2302.0,"6417 Roosevelt Way NE Ste 201, Seattle, WA 98115-6657",3.6,98.0,$$,"['Thai', 'Desserts', 'Noodles']","['10', '18', '15', '17', '38']",Other
952,1370.0,Christo's on Alki,Greek restaurant,"Greek restaurant, Bar, Pizza restaurant, Restaurant",4.3,618.0,"Christos On Alki, 2508 Alki Ave SW, Seattle, WA 98116",98116.0,Other,"Alki Ave SW,",486.0,486.0,4.5,56.0,"2508 Alki Ave SW, Seattle, WA 98116-2238","#298 of 2,182 Restaurants in Seattle","[28, 19, 6, 2, 0]",$$ - $$$,PizzaMediterraneanGreek,Other,476.0,"2508 Alki Ave SW, Seattle, WA 98116-2238",4.0,359.0,$$,"['Greek', 'Pizza', 'Breakfast & Brunch']","['36', '33', '33', '54', '203']",Other
953,1373.0,Memo's Mexican Food Restaurant,Mexican restaurant,"Mexican restaurant, Latin American restaurant",3.7,1144.0,"Memos Mexican Restaurant, 4743 University Way NE, Seattle, WA 98105",98105.0,University District,"University Way NE,",3293.0,3294.0,3.0,2.0,"4743 University Way NE, Seattle, WA 98105-4412","#2,023 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 1]",,Mexican,University District,3187.0,"4743 University Way NE, Seattle, WA 98105-4412",3.2,416.0,Unclaimed,['Mexican'],"['81', '56', '88', '95', '96']",University District
954,1374.0,Rob Roy,Cocktail bar,"Cocktail bar, Bar, Lounge, Night club",4.5,690.0,"Rob Roy, 2332 2nd Ave, Seattle, WA 98121",98121.0,Belltown,"2nd Ave,",796.0,796.0,4.0,55.0,"2322 2nd Ave, Seattle, WA 98121-1710","#500 of 2,182 Restaurants in Seattle","[25, 21, 1, 4, 3]",$$ - $$$,AmericanBar,Belltown,,,,,,,,
955,1375.0,Stella Deli and Market,Sandwich shop,"Sandwich shop, Deli, Restaurant",4.5,255.0,"Stella Deli and Market, 300 2nd Ave W, Seattle, WA 98119",98119.0,Other,"2nd Ave W,",1996.0,1996.0,5.0,3.0,"300 2nd Ave W, Seattle, WA 98119-4106","#1,213 of 2,182 Restaurants in Seattle","[3, 0, 0, 0, 0]",,Eastern EuropeanArmenian,Other,1935.0,"300 2nd Ave W, Seattle, WA 98119-4106",4.4,107.0,Unclaimed,"['Delis', 'Sandwiches']","['5', '8', '2', '16', '76']",Other
956,1378.0,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.4,238.0,"Starbucks, 3300 W McGraw St, Seattle, WA 98199",98199.0,Other,"W McGraw St,",2893.0,2894.0,4.0,5.0,"3300 W McGraw St, Seattle, WA 98199-3246",#202 of 225 Coffee & Tea in Seattle,"[1, 1, 2, 0, 0]",,AmericanCafe,Other,2802.0,"3300 W McGraw St, Seattle, WA 98199-3246",3.5,43.0,$$,['Coffee & Tea'],"['7', '7', '4', '6', '19']",Other
957,1380.0,Tulio,Italian restaurant,"Italian restaurant, Breakfast restaurant, Brunch restaurant",4.4,858.0,"Tulio, 1100 5th Ave, Seattle, WA 98101",98101.0,Downtown,"5th Ave,",48.0,48.0,4.5,1178.0,"1100 5th Ave, Seattle, WA 98101","#29 of 2,182 Restaurants in Seattle","[678, 301, 95, 29, 22]",$$ - $$$,ItalianEuropeanTuscan,Downtown,48.0,"1100 5th Ave, Seattle, WA 98101",4.0,727.0,$$$,"['Italian', 'Bars', 'Breakfast & Brunch']","['30', '66', '98', '229', '304']",Downtown
958,1381.0,Melange,Deli,Deli,4.3,38.0,"Melange Market, 1201 3rd Ave #210, Seattle, WA 98101",98101.0,Downtown,3rd Ave,,,,,,,,,,,,,,,,,,
959,1382.0,Rumba,Cocktail bar,"Cocktail bar, Caribbean restaurant, Latin American restaurant, Restaurant",4.6,1120.0,"Rumba, 1112 Pike St, Seattle, WA 98101",98101.0,Downtown,"Pike St,",564.0,564.0,4.5,75.0,"1112 Pike St, Seattle, WA 98101-1924","#351 of 2,182 Restaurants in Seattle","[44, 17, 3, 6, 3]",$$ - $$$,CaribbeanBarSpanish,Downtown,554.0,"1112 Pike St, Seattle, WA 98101-1924",4.1,576.0,$$,"['Caribbean', 'Cocktail Bars']","['35', '29', '57', '181', '274']",Downtown
